description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
"Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, & Vice Chairman of @westerncaucus",3155,24150,164,1316,https://t.co/mPBCduxaJ7,Rep. Scott Tipton,2011-01-25T20:01:25Z,FALSE,TRUE,RepTipton,"Cortez, CO",NA,242873057,1000,FALSE,http://pbs.twimg.com/profile_images/822104905590640640/EbMRXrBe_normal.jpg
The official twitter account of the Independent Bankers Association of Texas. We represent True Texas Community Banks.,2548,1700,474,1102,http://t.co/48org3MaSe,IBAT,2009-01-21T17:18:25Z,FALSE,FALSE,myibat,"Austin, TX",NA,19296528,55,FALSE,http://pbs.twimg.com/profile_images/951279988170416128/icigifjk_normal.jpg
"It isn't confidence if it is so easily shattered. Believe, no matter what... #WreckEm",36138,227232,14506,322,https://t.co/W95awlAPsf,Josh AbboŦŦ,2009-11-19T14:39:25Z,FALSE,TRUE,joshabbottband,Texas,NA,91115924,520,FALSE,http://pbs.twimg.com/profile_images/1130854760049831937/GYRrles-_normal.jpg
"Let Freedom Ring USA is a non-profit, grassroots organization supporting a Conservative agenda.",2108,5656,8,2276,http://t.co/smGTL6XJkH,Let Freedom Ring USA,2008-10-10T22:04:33Z,FALSE,TRUE,lfrusa,,NA,16689723,163,FALSE,http://pbs.twimg.com/profile_images/842386048730583040/CdpXxtba_normal.jpg
Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06,6261,135576,1263,591,https://t.co/tkJraCTQUg,Bob Goodlatte,2009-05-05T13:18:55Z,FALSE,TRUE,RepGoodlatte,"Roanoke, VA",NA,37920978,1607,FALSE,http://pbs.twimg.com/profile_images/425647736445079552/aBbh7qXA_normal.jpeg
The official account of Austin College athletics. Member of NCAA DIII and the SCAC. | Nothing but the Fierce | #RooNation | https://t.co/EeLQ4lsOVE 🦘,7651,2808,19,88,https://t.co/dQhPwd9Zao,Austin College 'Roos,2009-04-24T20:53:00Z,FALSE,FALSE,ACsports,"Sherman, Texas",NA,35036639,31,FALSE,http://pbs.twimg.com/profile_images/1018237128956772352/OmRf11BG_normal.jpg
Comms Consultant; Former @HomelandGOP and @GOPLeader Comms. @BatesCollege & @PDSPanthers alum.  Views & tweets are my own.,890,270,289,174,NA,Tess Glancey,2011-08-17T03:59:33Z,FALSE,FALSE,TessGlancey,"Washington, DC",NA,356628876,17,FALSE,http://pbs.twimg.com/profile_images/891011526873804801/0ihD2wM9_normal.jpg
Representing the 4th District of Arkansas. Husband. Father of 4. Hot Springs native. Engineer. Forester.,5079,9164,1211,248,NA,Rep. Bruce Westerman,2014-10-31T03:57:48Z,FALSE,TRUE,RepWesterman,"Hot Springs, Arkansas",NA,2852998461,474,FALSE,http://pbs.twimg.com/profile_images/875381309744533505/sT1DIGng_normal.jpg
http://t.co/iSZ2a8YUcB,32053,5788,206,1485,http://t.co/iSZ2a8YUcB,KMSS FOX 33,2009-05-08T20:03:38Z,FALSE,TRUE,KMSSTV,"Shreveport, LA",NA,38733041,192,FALSE,http://pbs.twimg.com/profile_images/575033328631353346/72IDjSoV_normal.jpeg
"Official Twitter account for Austin College, located in Sherman, Texas. Home of the Kangaroos!",4045,3900,539,77,http://t.co/bXK7UcG2XM,Austin College,2008-07-23T15:43:50Z,FALSE,FALSE,AustinCollege,"Sherman, Texas",NA,15565128,103,FALSE,http://pbs.twimg.com/profile_images/378800000646317871/ba859cecd88ef52266d1e3e291a8710e_normal.jpeg
Covering the efforts undertaken by government and private sector to protect citizens from the ever evolving threats to the homeland. Be in the know.,3543,826,8,431,https://t.co/Saqi3mMQ7i,Homeland Preparedness News,2016-01-08T14:59:12Z,FALSE,FALSE,homelandprep,"Washington, DC",NA,4745397989,34,FALSE,http://pbs.twimg.com/profile_images/686580398185394176/7je5-kDc_normal.png
"North Texas Municipal Water District – Providing water, wastewater and solid waste services to nearly 1.7 million residents across North Texas.",5104,1996,1805,1419,https://t.co/kd9g0fvO27,NTMWD,2011-12-29T20:46:41Z,FALSE,FALSE,NTMWD,"Wylie, Tx",NA,450064632,86,FALSE,http://pbs.twimg.com/profile_images/796019730066771968/u9k1YivC_normal.jpg
Your source for original reporting and trusted news.,221722,6832561,288,455,https://t.co/VGut7r2Vg5,CBS News,2008-06-05T00:54:31Z,FALSE,TRUE,CBSNews,"New York, NY",NA,15012486,50107,FALSE,http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg
News and intelligence from the CQ newsroom — placing you inside the halls of the Capitol one tweet at a time.,72038,19888,703,3634,https://t.co/ixDnaOqOau,CQ Now,2014-01-29T22:05:04Z,FALSE,TRUE,CQnow,"Washington, D.C.",NA,2312829909,809,FALSE,http://pbs.twimg.com/profile_images/918180859278176256/YFfHps2g_normal.jpg
"All the news and information you need to see, curated by the @ABC News team. https://t.co/PKeobr4xt0 Tips: https://t.co/2ICEX6CuXd",261171,14445299,39,539,https://t.co/7mnR2AtpOn,ABC News,2009-04-04T12:40:32Z,FALSE,TRUE,ABC,New York City / Worldwide,NA,28785486,56644,FALSE,http://pbs.twimg.com/profile_images/1082358814819536896/19QbYCgF_normal.jpg
Welcome to the official U.S. Department of State Twitter account. Follow @SecPompeo for more from the Secretary of State.,60970,5375433,26,463,https://t.co/eFqP1DyLiJ,Department of State,2007-10-23T15:02:45Z,FALSE,TRUE,StateDept,"Washington, DC",NA,9624742,21488,FALSE,http://pbs.twimg.com/profile_images/822487400492339200/z7Oakire_normal.jpg
Political Reporter NBC 5 Dallas/Fort Worth. It is free to be kind. Retweets and links are not endorsements. Opinions are my own,17668,8488,1901,1273,https://t.co/Ftzb8eEEdC,Julie Fine,2009-09-04T01:46:15Z,FALSE,TRUE,JulieFineNBC5,Depends on the day!,NA,71421886,254,FALSE,http://pbs.twimg.com/profile_images/1105270362848354306/DTPqW-Z0_normal.jpg
Your Source for Law Enforcement News - Law Enforcement Magazine Publication for Cops,7003,20642,337,703,http://t.co/AIxJQzpIy6,American Police Beat,2009-03-03T22:46:21Z,FALSE,FALSE,apbweb,USA,NA,22694251,275,FALSE,http://pbs.twimg.com/profile_images/991488289679990784/nUuLic2R_normal.jpg
"News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport",297764,25465514,12,70,https://t.co/7NEgoMwJy3,BBC News (World),2007-02-01T07:44:29Z,FALSE,TRUE,BBCWorld,"London, UK",NA,742143,114215,FALSE,http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png
It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app ?https://t.co/UCHG9M367J,254621,42420807,1437,1108,http://t.co/IaghNW8Xm2,CNN,2007-02-09T00:35:02Z,FALSE,TRUE,CNN,,NA,759251,138884,FALSE,http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png
,6808,56,0,149,http://t.co/UtpB8A8cix,Sherman NewsChannel,2010-11-11T17:52:47Z,FALSE,FALSE,Sherman_NC,,NA,214558471,3,FALSE,http://pbs.twimg.com/profile_images/1178478369/ShermanNewsChannelTwitterLogo_1__normal.png
"Official Twitter of the National Sheriffs' Association - the Voice for Over 3,000 Sheriffs. RTs ≠ Endorsements.",15775,32506,25737,6546,https://t.co/eQ5okpN5vm,National Sheriffs' Association,2010-01-07T21:27:18Z,FALSE,TRUE,NationalSheriff,Nationwide,NA,102795582,498,FALSE,http://pbs.twimg.com/profile_images/1107631059217330178/6xPXzPyk_normal.png
U.S. Congress District 11 (R-GA). A consistent Constitutional Conservative https://t.co/V2D194uylM,1634,2713,184,1917,https://t.co/RvzeVN7Ynz,Barry Loudermilk,2012-05-21T02:56:05Z,FALSE,TRUE,standwithbarry,U.S. House District 11 Georgia,NA,586191770,115,FALSE,http://pbs.twimg.com/profile_images/1006198697527349253/6ygfIFwg_normal.jpg
"The Ripon Advance -  The News Source for Americans focused on solutions in government that keep our nation secure, taxes low and government small.",5948,1785,152,998,http://t.co/7Z1fjCHGXa,Ripon Advance,2013-07-22T20:01:46Z,FALSE,FALSE,RiponAdvance,,NA,1613575663,66,FALSE,http://pbs.twimg.com/profile_images/651419596952465408/SC5y7Bif_normal.png
"Official account for @DeptofDefense #WarriorCare | (Following, RTs, photos, listing and links ≠ endorsement)",11772,17813,2181,2370,https://t.co/BMd0zVzVM6,DoD Warrior Care,2010-04-01T19:16:27Z,FALSE,TRUE,WarriorCare,"Washington, D.C.",NA,128645212,344,FALSE,http://pbs.twimg.com/profile_images/941384955799769089/3SuqdIYD_normal.jpg
"Join us in celebrating ALL things Texan for 130+ years on {SEPT. 27 - OCT. 20, 2019} 🤠🎡 #StateFairofTx #BigTex",16840,113126,22734,2759,https://t.co/Jw9ovH20jb,State Fair of Texas,2009-06-22T18:26:53Z,FALSE,TRUE,StateFairOfTX,"Dallas, Texas",NA,49716013,874,FALSE,http://pbs.twimg.com/profile_images/1101519373708210177/jk-ZaIA5_normal.jpg
"Former U.S. Senator from Utah, writer of songs and laws. Lover of bacon, all you can eat buffets, and Costco hotdogs. Account inactive as of 1/3/2019. 🇺🇸",12763,143196,1502,406,https://t.co/ICuOObjO1F,Senator Hatch Office,2011-03-08T18:04:18Z,FALSE,TRUE,senorrinhatch,"Salt Lake City, UT",NA,262756641,2157,FALSE,http://pbs.twimg.com/profile_images/1075401056757145601/OwyVmUL8_normal.jpg
The Auburn University Center for Cyber and Homeland Security (CCHS) is a nonpartisan think tank that is part of the McCrary Institute.,13249,15981,580,1209,https://t.co/4AxO1TJSlq,AU Cyber & Homeland,2009-01-22T16:12:56Z,FALSE,FALSE,AuburnCyber,"Auburn, AL",NA,19345085,656,FALSE,http://pbs.twimg.com/profile_images/1082733495036928000/Js_0rlf4_normal.jpg
The #Kentucky press office for U.S. Senate Majority Leader Mitch McConnell @senatemajldr. For more information please visit his website:,12016,84768,14,351,https://t.co/z3LTl4HcqS,Senator McConnell Press,2011-07-21T18:25:30Z,FALSE,TRUE,McConnellPress,,NA,339822881,2208,FALSE,http://pbs.twimg.com/profile_images/1101167266757001217/oGvCjceB_normal.jpg
The POLITICO edge for policy pros.,45717,18780,0,619,https://t.co/P1LKe0cc6W,POLITICO Pro,2010-10-25T19:43:45Z,FALSE,TRUE,POLITICOPro,"Arlington, Va.",NA,207660339,784,FALSE,http://pbs.twimg.com/profile_images/646672966181220352/piy0Y-82_normal.png
"Covering cyber -- not cyberpunk, not cybersex, but cybersecurity -- at @politico @politicopro @morningcybersec. Send your scoops to tstarks@politico.com.",4746,4384,849,2439,http://t.co/BE5JFzmnFU,Tim Starks,2009-06-13T17:38:20Z,FALSE,FALSE,timstarks,"Washington, D.C.",NA,46927338,307,FALSE,http://pbs.twimg.com/profile_images/1100425859062816769/isA5lvNP_normal.png
I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!,4953,506258,84,2329,http://t.co/WnT9wNOtNT,Mike Lee,2009-11-09T22:47:47Z,FALSE,TRUE,SenMikeLee,Utah,NA,88784440,4746,FALSE,http://pbs.twimg.com/profile_images/1006896016849858560/P3nNjlIe_normal.jpg
"Editorials, opinions, blogs, columns and reader submissions from the @washingtonpost Opinions section.",83348,45969,264,804,https://t.co/OitrwLrGEi,Washington Post Opinions,2008-04-09T21:29:51Z,FALSE,TRUE,PostOpinions,DC | NYC | UK |,NA,14345812,1011,FALSE,http://pbs.twimg.com/profile_images/1079779905976631302/XumWVfc3_normal.jpg
"570 KLIF News & Information is the home for in-depth news and information mornings and afternoons, with midday talk programs that inform and enlighten.",25287,2853,160,1346,http://t.co/Fv3z3uYAE1,KLIF,2009-03-06T15:10:00Z,FALSE,FALSE,570KLIF,Dallas,NA,23074218,109,FALSE,http://pbs.twimg.com/profile_images/884501129962242058/CuQDs-Iz_normal.jpg
KODE & KSN are your sources for local news across the 4 States!,2411,1057,0,363,http://t.co/HYBB2oJ23z,FourStatesNews,2009-03-13T20:46:26Z,FALSE,FALSE,4StatesNews,"Joplin, Missouri ",NA,24250281,55,FALSE,http://pbs.twimg.com/profile_images/890071707/newlogo_normal.jpg
"Community weekly in Pittsburg-Camp County, Texas. Keilani Cheek/GM, Lynda Stringer/News Editor, Ellis Knox/Sports, Chelsey Elrod/Ad Sales  |  Call: 903-856-6629",232,121,19,177,http://t.co/bw40cSfSa6,Pittsburg Gazette,2015-06-16T15:48:23Z,FALSE,FALSE,PittsburgTXNews,"Pittsburg, TX",NA,3246884070,2,FALSE,http://pbs.twimg.com/profile_images/1089792485612613633/4Ti6uAu-_normal.jpg
eParisExtra is an e-publication covering local happenings and promoting Paris business with no cost for readership. Follow our links to visit the site!,24199,1845,15,240,http://t.co/oyeyaAbJ95,eParisExtra,2012-07-15T07:21:28Z,FALSE,FALSE,eParisExtra,"Paris, Texas",NA,635986408,4,FALSE,http://pbs.twimg.com/profile_images/1138550204607737857/y3d6invn_normal.png
The Rains County Leader is a weekly newspaper serving Rains County and the surrounding areas.,2,37,0,0,NA,Rains County Leader,2009-08-20T19:25:37Z,FALSE,FALSE,Rains_Leader,"Emory, TX",NA,67399181,1,FALSE,http://pbs.twimg.com/profile_images/1196545815/RCL_frontpage_normal.jpg
"The official account for the McKinney Courier-Gazette newspaper, which serves the community of McKinney, Texas.",2113,772,4,47,https://t.co/xpeZ8GpbrE,McKinney Courier-Gazette,2012-09-14T20:38:03Z,FALSE,FALSE,CourierGazette,"McKinney, Texas",NA,823959385,18,FALSE,http://pbs.twimg.com/profile_images/850131106028335104/FEKnp6WV_normal.jpg
Elevate/Engage/Empower “Excellence is the gradual pursuit of always striving to get better”,7400,918,589,284,https://t.co/EYYWE1b7Vf,Gunter High School Tigers #AMBUSH,2015-06-19T16:53:06Z,FALSE,FALSE,GunterHSTigers,"Gunter, TX",NA,3249898458,7,FALSE,http://pbs.twimg.com/profile_images/1014497611619946498/hGGTl9s5_normal.jpg
Texoma Medical Center (TMC) is an acute care hospital with a medical staff of more than 200 physicians.,1106,1039,115,131,http://t.co/3WDKKcEK8a,Texoma Medical Ctr.,2013-08-08T18:07:45Z,FALSE,FALSE,TMCTexoma,"Denison, TX",NA,1655918690,18,FALSE,http://pbs.twimg.com/profile_images/482255708943953920/TyY4VE-M_normal.jpeg
"Statewide organization of Texans protecting innocent human lives from conception through natural death through peaceful, legal means. Based in Austin.",5206,3901,1067,662,http://t.co/PJBJiRqESf,TexasAllianceforLife,2009-02-05T16:22:42Z,FALSE,FALSE,TXAlliance4Life,"Austin, TX",NA,20160893,86,FALSE,http://pbs.twimg.com/profile_images/697102959734198272/rtXCSdfL_normal.jpg
We Are Denison: One Town - One School - One Family,1262,2246,396,1244,https://t.co/4iv8opypsP,Denison ISD,2012-02-27T16:11:38Z,FALSE,FALSE,denisonisd,Denison Texas,NA,506047589,21,FALSE,http://pbs.twimg.com/profile_images/1023709889493958656/syIZWwTS_normal.jpg
"We are a museum of local and natural history, serving Sherman and the Texoma area! Let us know what you would like to see!",1618,521,602,141,https://t.co/k2nwZ0Biqd,The Sherman Museum,2011-06-17T19:09:02Z,FALSE,FALSE,ShermanMuseum,"Sherman, Texas",NA,319217302,10,FALSE,http://pbs.twimg.com/profile_images/646754706036027392/FL06yGgL_normal.jpg
U.S. Office of Personnel Management. Motto: Empowering Excellence in Government Through Great People. OPM Acting Director: @Weichert45.,4284,63807,2036,226,https://t.co/7AXpBykGfb,OPM,2009-04-10T14:57:19Z,FALSE,TRUE,USOPM,United States,NA,30231097,887,FALSE,http://pbs.twimg.com/profile_images/838769205730295810/BWBcpvN9_normal.jpg
"Oldest, largest, & only statewide #ProLife organization in Texas. State affiliate of @NRLC. Expanding the Culture of Life in the Lone Star State!",14566,9832,5221,506,https://t.co/L9fxXy36Bj,Texas Right to Life,2010-01-14T18:42:27Z,FALSE,FALSE,TXRightToLife,God's country,NA,104893909,169,FALSE,http://pbs.twimg.com/profile_images/663882537224114176/qf3v9Bkj_normal.jpg
Get the skills you need to be successful in the workforce.  Whether it is credit or non-credit continuing education let us help you today!,161,51,207,52,http://t.co/t8thdd3Ghb,NTCCWorkforce,2015-03-16T01:16:17Z,FALSE,FALSE,NTCCWorkforce,Northeast Texas Community Coll,NA,3087413184,1,FALSE,http://pbs.twimg.com/profile_images/585207920851156992/axs0BnJF_normal.jpg
Project Associate at @AdvisingCorps || Former Texas journalist || Proud @TCU alumna x 2 || RTs ≠ endorsements II #FirstGen || Jersey Strong II Saved by Grace,2663,535,3249,710,NA,Kim Burdi,2015-01-28T16:07:03Z,FALSE,FALSE,MissBurdiCAC,"Chapel Hill, NC",NA,2999573408,14,FALSE,http://pbs.twimg.com/profile_images/560876521804406784/t_e-Aebl_normal.jpeg
Emergency Management,2243,2593,10,248,https://t.co/ByJbK0liai,Rockwall County OEM,2009-11-13T19:21:55Z,FALSE,TRUE,RockwallCntyOEM,"Rockwall, Texas",NA,89772168,92,FALSE,http://pbs.twimg.com/profile_images/894239440/NEWLOGO1_normal.png
"#OTD Texas History facts, events making history, and Texas historical tourism. IG: @TheHistoryofTX FB: https://t.co/pafq9tmKSn",9701,20650,3140,2765,https://t.co/vfJdOAXzrk,✯ The History of Texas ✯,2012-02-20T13:14:09Z,FALSE,FALSE,TheHistoryofTX,"Texas, our Texas",NA,497878980,215,FALSE,http://pbs.twimg.com/profile_images/907433874300567552/i3uNuyOz_normal.jpg
Serving the heart of Northeast Texas since 1877,3776,1664,8,802,http://t.co/xrS5R9WcVa,The Gilmer Mirror,2009-05-21T21:28:14Z,FALSE,FALSE,TheGilmerMirror,"Gilmer, Texas USA",NA,41682366,33,FALSE,http://pbs.twimg.com/profile_images/223846538/web0521twitter_normal.png
,951,395,12,112,https://t.co/HdOzjrGBbp,Bowie County Citizens Tribune,2013-05-23T19:24:55Z,FALSE,FALSE,BCCTribune,"New Boston, TX",NA,1452340687,2,FALSE,http://pbs.twimg.com/profile_images/3700065708/327e8c7d990217432da2f1fa58faae6d_normal.jpeg
"Rockwall's Best-Read News & Sports - over 35,000 unique viewers & 75,000 page views per month!",5136,2856,4,144,http://t.co/S4XHbe6KjG,The Rockwall News,2009-05-14T18:45:46Z,FALSE,FALSE,therockwallnews,Rockwall TX,NA,40057478,34,FALSE,http://pbs.twimg.com/profile_images/629706596080185344/i-gSM9P7_normal.jpg
"News for Celina, TX and the surrounding area",2695,302,1,33,http://t.co/oUiafM4VBW,Celina Record,2010-04-13T13:26:31Z,FALSE,FALSE,celinarecord,"Celina, Texas",NA,132519778,6,FALSE,http://pbs.twimg.com/profile_images/653778031979327488/BTGo1aJm_normal.jpg
"John Culberson: Proud father, happy husband. Fmr Texas Congressman Jeffersonian Republican. Let Texans Run Texas. Amateur astronomer, Mineral & fossil collector",3703,16663,76,11146,https://t.co/TVUYT5T8oY,John Culberson,2008-05-26T02:46:17Z,FALSE,TRUE,johnculberson,Houston TX/Washington DC,NA,14904437,947,FALSE,http://pbs.twimg.com/profile_images/55024554/JAC_and_USS_Texas_normal.jpg
"Mainly news I find interesting, pics, and opinions. Honored to represent the great state of Texas in the US Senate. RTs =/= endorsements",32015,213729,59,11650,NA,Senator John Cornyn,2008-02-07T19:52:55Z,FALSE,TRUE,JohnCornyn,"Austin, Texas",NA,13218102,5357,FALSE,http://pbs.twimg.com/profile_images/1062343144048603136/fpH4AUOc_normal.jpg
"Campaign Twitter account for Rep. Pete Olson, TX-22",2013,12741,86,3081,https://t.co/IbOq2Vy1I5,Pete Olson,2008-01-26T18:38:31Z,FALSE,TRUE,PeteOlson,"Sugar Land, TX",NA,12726012,705,FALSE,http://pbs.twimg.com/profile_images/67572725/Pete_normal.JPG
"Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life",5741,28482,117,1965,http://t.co/qj3aLBJUa9,"Michael Burgess, MD",2008-08-06T15:25:19Z,FALSE,TRUE,michaelcburgess,"Washington, DC/Lake Dallas, TX",NA,15751083,1498,FALSE,http://pbs.twimg.com/profile_images/465221794/100_0726_normal.jpg
"Retired conservative Congressman Corpus Christi, TX",6484,18910,106,1026,NA,Blake Farenthold,2008-12-05T12:32:52Z,FALSE,TRUE,farenthold,"Corpus Christi, TX",NA,17896154,859,FALSE,http://pbs.twimg.com/profile_images/992526996180615168/gUIquKi0_normal.jpg
Conservative Republican candidate for US Congress. #TX25,2087,3937,6,2088,http://t.co/Y5B821OgFV,Roger Williams,2008-12-17T19:38:09Z,FALSE,FALSE,RogerWilliamsTX,Texas,NA,18197328,179,FALSE,http://pbs.twimg.com/profile_images/1388747516/RWprofile_normal.jpg
I work for the people of the 6th District of Texas and am honored to represent them in Washington.,2082,27160,51,324,http://t.co/UcrfIiWGdl,Joe Barton,2009-02-02T20:30:20Z,FALSE,TRUE,RepJoeBarton,"Ennis, TX",NA,19929362,1370,FALSE,http://pbs.twimg.com/profile_images/818882598797766657/sVHBdBRJ_normal.jpg
Congressman for the 31st District of Texas. Former Judge in Williamson County.,1481,1102,0,0,http://t.co/bpmfOGdsxm,John Carter,2009-10-09T15:57:31Z,FALSE,FALSE,RepJohnCarter,"Round Rock, Texas",NA,81139286,126,FALSE,http://pbs.twimg.com/profile_images/470473944/Carter_Mug_normal.JPG
Representative for the 14th Congressional District of Texas. https://t.co/3YiUH3WeW6 | Instagram: TXRandy14,2684,16006,222,481,https://t.co/8FFRq1l3TV,Randy Weber,2013-01-03T15:30:06Z,FALSE,TRUE,TXRandy14,"Friendswood, TX",NA,1058051748,696,FALSE,http://pbs.twimg.com/profile_images/616654502184263680/na4q3hZH_normal.jpg
I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,4865,11531,1016,697,http://t.co/JVoBEX18T4,Rep. Roger Williams,2013-01-10T19:21:22Z,FALSE,TRUE,RepRWilliams,Central Texas,NA,1077446982,617,FALSE,http://pbs.twimg.com/profile_images/436164065665093632/aealPAUa_normal.jpeg
House Oversight Committee Republicans | Est. 1814 | Ranking Member @Jim_Jordan | https://t.co/ylzBTwEGzE,9910,70013,205,13017,https://t.co/udvm5PQnVL,Oversight Committee Republicans,2009-03-02T17:30:34Z,FALSE,TRUE,GOPoversight,Washington D.C.,NA,22508473,1435,FALSE,http://pbs.twimg.com/profile_images/1101154310069649408/pqzIuZxV_normal.png
A service from @measuredvoice showcasing great U.S. House of Representative tweets.  Not an official government account.,125771,1474,4,46,http://t.co/0ME2wfsSSc,Great House Tweets,2015-02-13T22:43:21Z,FALSE,FALSE,greathousetweet,Washington DC,NA,3018910586,223,FALSE,http://pbs.twimg.com/profile_images/566467760952070145/j5MbtUaJ_normal.jpeg
,1508,632,0,9,NA,TXK Today,2014-03-06T04:34:23Z,FALSE,FALSE,TXKtoday,,NA,2374806870,14,FALSE,http://pbs.twimg.com/profile_images/481520097102532608/LUM40IIw_normal.png
WBAP Morning Host/Voice of the TCU Horned Frogs/GameDayRadio/And anything else you need me to do...Phil. 2:3,7009,5476,515,1368,https://t.co/bowjRMaKZR,Brian Estridge,2010-12-03T21:26:01Z,FALSE,FALSE,brianestridge,Fort Worth/Dallas,NA,222590451,91,FALSE,http://pbs.twimg.com/profile_images/892368850301222914/csRtGvNa_normal.jpg
"Dr. Jeremy P. McMillen, President @GraysonCollege | Husband | Father | 1st-Generation Grad | CONNECT | COMMIT | COMPLETE",7704,1129,1447,1182,https://t.co/RaJOO7xh5F,Grayson President,2012-08-15T04:04:24Z,FALSE,FALSE,GC_President,"Denison, Texas",NA,758522484,74,FALSE,http://pbs.twimg.com/profile_images/767933936127270912/fcwU8W9C_normal.jpg
National Political Correspondent for The Washington Post || Author of The Daily 202 || Anchor of @PowerPost || Minnesotan || James.Hohmann@washpost.com,39769,51125,24772,4138,https://t.co/Fhx3RiEpKX,James Hohmann,2009-03-14T22:11:59Z,FALSE,TRUE,jameshohmann,D.C.,NA,24439201,1642,FALSE,http://pbs.twimg.com/profile_images/1118207001828495360/7-BpeQa__normal.png
#Texas State Agency | #Unemployment | #EmploymentRate | Stronger Texas #Workforce | #WorkInTexas #JobsYall | FB: https://t.co/POfRA52iLw,8484,5824,2773,918,http://t.co/I4gg9q5pvZ,Texas Workforce Commission,2010-09-29T16:35:06Z,FALSE,FALSE,TXWorkforce,"Austin, Texas",NA,196659774,130,FALSE,http://pbs.twimg.com/profile_images/576046014911545344/MMWiLktX_normal.jpeg
"Author, columnist, radio host, speaker, senior pastor of First Melissa",10890,542,74,504,http://t.co/5sQtmRA9gM,Trey Graham,2009-02-25T17:38:13Z,FALSE,FALSE,Trey_Graham,"Melissa, TX, USA",NA,21891977,20,FALSE,http://pbs.twimg.com/profile_images/82824968/p2235-4x5_normal.jpg
The Republican Study Committee (RSC) is the largest conservative caucus in the House of Representatives. Chaired by @RepMikeJohnson (LA-04).,8147,25972,200,1362,https://t.co/JS0DzH3oeZ,RSC,2009-03-02T20:10:20Z,FALSE,TRUE,RepublicanStudy,"Washington, D.C.",NA,22528309,902,FALSE,http://pbs.twimg.com/profile_images/626470918844510208/euUPDXLw_normal.png
Senior political reporter @vicenews. Almanac of American Politics contributor. Bylined & large.,20616,17822,2090,5607,https://t.co/LP2rPm246T,Cameron Joseph,2010-05-11T01:10:17Z,FALSE,TRUE,cam_joseph,"Washington, DC",NA,142490217,750,FALSE,http://pbs.twimg.com/profile_images/1111637910665728001/ZSWLQJvE_normal.png
"Official Twitter page of Republicans on the U.S. House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi, Libya.",522,14887,16,8,https://t.co/YRYJ6X6JM8,Benghazi Committee,2014-09-02T19:57:39Z,FALSE,TRUE,HouseBenghazi,"Washington, D.C.",NA,2786564756,256,FALSE,http://pbs.twimg.com/profile_images/525720629220093952/4Fx_HO42_normal.png
"""Bipartisanship helps to avoid extremes and imbalances. It causes compromises and accommodations. So let's cooperate."" ~Zbigniew Brzezinski",11805,896409,356,936,https://t.co/Pu3UlE6vKA,Mika Brzezinski,2008-12-18T22:33:51Z,FALSE,TRUE,morningmika,"New York, New York",NA,18227519,5826,FALSE,http://pbs.twimg.com/profile_images/827578467122290689/3RGm-UXe_normal.jpg
Fight to Win,46412,2553873,153,437,https://t.co/R5v6IbbOme,Joe Scarborough,2009-02-23T01:23:24Z,FALSE,TRUE,JoeNBC,USA,NA,21619519,11395,FALSE,http://pbs.twimg.com/profile_images/1152761415150833664/2R-Y69jd_normal.jpg
#WhatStartsHere Changes The World. #HookEm,22694,218161,12367,1325,NA,UT Austin,2008-07-28T20:45:04Z,FALSE,TRUE,UTAustin,"Austin, Texas",NA,15637375,1945,FALSE,http://pbs.twimg.com/profile_images/1123962639267311620/9OSSC12k_normal.jpg
"We are the alumni association of The University of Texas at Austin. Today we serve more than 106,000 members and more than 500,000 UT alumni.",16206,38426,2579,2359,https://t.co/ujvQensVqs,Texas Exes,2009-01-13T17:28:28Z,FALSE,FALSE,TexasExes,"Austin, Texas",NA,18945029,550,FALSE,http://pbs.twimg.com/profile_images/1154045643951788037/WZzwc32q_normal.jpg
Organizing @TexasExes and friends to be informed and enthusiastic voices supporting @UTAustin. RTs are part of a curated newsfeed — they are not endorsements.,2866,1590,195,1098,https://t.co/I2STRIbmYW,UT Advocates,2012-11-14T21:45:56Z,FALSE,FALSE,UTAdvocates,"Austin, TX",NA,948562159,56,FALSE,http://pbs.twimg.com/profile_images/661583849474818048/7vyTaGa9_normal.jpg
"Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",796,6260,0,188,http://t.co/y7Az2e8y,Scott Garrett,2012-11-20T15:44:58Z,FALSE,TRUE,RepGarrett,,NA,960696949,390,FALSE,http://pbs.twimg.com/profile_images/642426670390099968/o_Xm-Zil_normal.jpg
